gvkey	datadate	fyear	tic	at
007402	20120430	2011	MLLS	2.0140
007409	20081231	2008	MIL.2	2751.6500
007409	20091231	2009	MIL.2	2810.7890
007420	20081231	2008	MSA	875.8100
007420	20091231	2009	MSA	875.2280
007420	20101231	2010	MSA	1197.1880
007420	20111231	2011	MSA	1115.0520
007420	20121231	2012	MSA	1111.7460
007420	20131231	2013	MSA	1234.2700
007422	20081231	2008	XCO	4822.3520
007422	20091231	2009	XCO	2358.8940
007422	20101231	2010	XCO	3477.4200
007422	20111231	2011	XCO	3791.5870
007422	20121231	2012	XCO	2323.7320
007422	20131231	2013	XCO	2408.6280
007435	20081231	2008	MMM	25547.0000
007435	20091231	2009	MMM	27250.0000
007435	20101231	2010	MMM	30156.0000
007435	20111231	2011	MMM	31616.0000
007435	20121231	2012	MMM	33876.0000
007435	20131231	2013	MMM	33550.0000
007437	20081231	2008	ALE	2134.8000
007437	20091231	2009	ALE	2393.1000
007437	20101231	2010	ALE	2609.1000
007437	20111231	2011	ALE	2876.0000
007437	20121231	2012	ALE	3253.4000
007437	20131231	2013	ALE	3476.8000
007447	20081231	2008	MSWP	1034.2850
007447	20081231	2008	MSWP	1034.2850
007447	20091231	2009	MSWP	986.3890
007447	20091231	2009	MSWP	986.3890
007447	20101231	2010	MSWP	968.2840
007447	20101231	2010	MSWP	968.2840
007447	20111231	2011	MSWP	936.4870
007447	20111231	2011	MSWP	936.4870
007449	20081231	2008	ETR4	2528.1430
007449	20091231	2009	ETR4	2656.6350
007449	20101231	2010	ETR4	2761.6350
007449	20111231	2011	ETR4	2943.3940
007449	20121231	2012	ETR4	3354.0270
007449	20131231	2013	ETR4	3250.3250
007450	20081231	2008	SO4	1952.6950
007450	20091231	2009	SO4	2072.6810
007450	20101231	2010	SO4	2476.3210
007450	20111231	2011	SO4	3671.8420
007450	20121231	2012	SO4	5373.6210
007450	20131231	2013	SO4	5848.2090
007469	20090331	2008	3ZARLF	189.5000
007469	20100331	2009	3ZARLF	214.7050
007469	20110331	2010	3ZARLF	267.6420
007471	20090331	2008	MITSY	84487.3030
007471	20100331	2009	MITSY	89603.6830
007471	20110331	2010	MITSY	103892.2660
007471	20120331	2011	MITSY	109353.5130
007471	20130331	2012	MITSY	109649.3310
007471	20140331	2013	MITSY	111587.8710
007481	20081231	2008	MOCO	32.9530
007481	20091231	2009	MOCO	30.3270
007481	20101231	2010	MOCO	34.3390
007481	20111231	2011	MOCO	39.7050
007481	20121231	2012	MOCO	57.2200
007481	20131231	2013	MOCO	58.7040
007486	20090331	2008	MOD	852.1320
007486	20100331	2009	MOD	840.2520
007486	20110331	2010	MOD	916.9390
007486	20120331	2011	MOD	893.4610
007486	20130331	2012	MOD	818.8000
007486	20140331	2013	MOD	1032.3000
007498	20121231	2012	GIVE	
007498	20131231	2013	GIVE	
007506	20080630	2008	MOLX	3599.5370
007506	20090630	2009	MOLX	2942.1570
007506	20100630	2010	MOLX	3236.5780
007506	20110630	2011	MOLX	3597.8520
007506	20120630	2012	MOLX	3611.5030
007506	20130630	2013	MOLX	3586.8540
007509	20081231	2008	MCPIQ	95.3550
007509	20091231	2009	MCPIQ	97.6660
007509	20101231	2010	MCPIQ	481.2490
007509	20111231	2011	MCPIQ	1255.1250
007509	20121231	2012	MCPIQ	2992.5350
007509	20131231	2013	MCPIQ	3006.8020
007512	20081231	2008	MCEM	174.7650
007512	20091231	2009	MCEM	176.9980
007512	20101231	2010	MCEM	174.0990
007512	20111231	2011	MCEM	173.6550
007512	20121231	2012	MCEM	181.2880
007512	20131231	2013	MCEM	174.1060
007525	20080930	2008	MNR	389.0780
007525	20080930	2008	MNR	389.0780
007525	20090930	2009	MNR	394.7750
007525	20090930	2009	MNR	394.7750
007525	20100930	2010	MNR	454.1190
007525	20100930	2010	MNR	454.1190
007525	20110930	2011	MNR	476.9870
007525	20110930	2011	MNR	476.9870
007525	20120930	2012	MNR	574.5080
007525	20120930	2012	MNR	574.5080
007525	20130930	2013	MNR	617.2410
007525	20130930	2013	MNR	617.2410
007526	20081231	2008	QDEL	142.8080
007526	20091231	2009	QDEL	166.3450
007526	20101231	2010	QDEL	214.5930
007526	20111231	2011	QDEL	278.8940
007526	20121231	2012	QDEL	242.0990
007526	20131231	2013	QDEL	271.4850
007533	20081231	2008	AYE1	2681.3020
007533	20091231	2009	AYE1	2790.4610
007533	20101231	2010	AYE1	2724.9130
007533	20111231	2011	AYE1	2695.4570
007533	20121231	2012	AYE1	2955.3410
007533	20131231	2013	AYE1	3918.1150
007543	20081231	2008	MTS	
007543	20091231	2009	MTS	
007543	20101231	2010	MTS	
007543	20111231	2011	MTS	
007543	20121231	2012	MTS	
007543	20131231	2013	MTS	
007549	20080930	2008	MOG.A	2227.2470
007549	20090930	2009	MOG.A	2634.3170
007549	20100930	2010	MOG.A	2712.1340
007549	20110930	2011	MOG.A	2842.9670
007549	20120930	2012	MOG.A	3105.9070
007549	20130930	2013	MOG.A	3237.0950
007566	20090531	2008	RT	1124.1960
007566	20100531	2009	RT	1064.0290
007566	20110531	2010	RT	1187.0260
007566	20120531	2011	RT	1173.5370
007566	20130531	2012	RT	1043.1830
007566	20140531	2013	RT	956.4270
007575	20090228	2008	MRFD	52.5620
007575	20100228	2009	MRFD	48.9250
007575	20110228	2010	MRFD	44.0880
007575	20120229	2011	MRFD	52.4260
007575	20130228	2012	MRFD	50.5000
007576	20081231	2008	VERA	10.5660
007576	20091231	2009	VERA	10.3850
007576	20101231	2010	VERA	12.8730
007576	20111231	2011	VERA	12.5060
007576	20121231	2012	VERA	13.2310
007585	20081231	2008	MSI	27869.0000
007585	20091231	2009	MSI	25603.0000
007585	20101231	2010	MSI	25577.0000
007585	20111231	2011	MSI	13929.0000
007585	20121231	2012	MSI	12679.0000
007585	20131231	2013	MSI	11851.0000
007589	20081231	2008	STR2	1176.2000
007589	20091231	2009	STR2	1223.8000
007589	20101231	2010	STR2	1293.4000
007589	20111231	2011	STR2	1315.6000
007589	20121231	2012	STR2	1365.1000
007589	20131231	2013	STR2	1291.7000
007590	20081231	2008	STR1	1305.0000
007590	20091231	2009	STR1	1339.1000
007590	20101231	2010	STR1	1411.3000
007590	20111231	2011	STR1	1447.7000
007590	20121231	2012	STR1	1579.1000
007590	20131231	2013	STR1	1792.4000
007620	20081231	2008	MUR	11149.0980
007620	20091231	2009	MUR	12756.3590
007620	20101231	2010	MUR	14233.2430
007620	20111231	2011	MUR	14138.1380
007620	20121231	2012	MUR	17522.6430
007620	20131231	2013	MUR	17509.4840
007632	20080630	2008	INTG	148.1340
007632	20090630	2009	INTG	142.3420
007632	20100630	2010	INTG	132.1270
007632	20110630	2011	INTG	154.3660
007632	20120630	2012	INTG	139.8210
007632	20130630	2013	INTG	144.6860
007636	20081231	2008	MYE	568.9000
007636	20091231	2009	MYE	509.9660
007636	20101231	2010	MYE	432.3950
007636	20111231	2011	MYE	428.7570
007636	20121231	2012	MYE	484.8560
007636	20131231	2013	MYE	469.4570
007637	20081231	2008	MYL	10409.8590
007637	20091231	2009	MYL	10801.7340
007637	20101231	2010	MYL	11536.8040
007637	20111231	2011	MYL	11598.1430
007637	20121231	2012	MYL	11931.8970
007637	20131231	2013	MYL	15236.3410
007647	20081231	2008	BAC	1817943.0000
007647	20081231	2008	BAC	1817943.0000
007647	20091231	2009	BAC	2223299.0000
007647	20091231	2009	BAC	2223299.0000
007647	20101231	2010	BAC	2264909.0000
007647	20101231	2010	BAC	2264909.0000
007647	20111231	2011	BAC	2129046.0000
007647	20111231	2011	BAC	2129046.0000
007647	20121231	2012	BAC	2209974.0000
007647	20121231	2012	BAC	2209974.0000
007647	20131231	2013	BAC	2102273.0000
007647	20131231	2013	BAC	2102273.0000
007648	20081231	2008	NCR	4255.0000
007648	20091231	2009	NCR	4094.0000
007648	20101231	2010	NCR	4361.0000
007648	20111231	2011	NCR	5591.0000
007648	20121231	2012	NCR	6371.0000
007648	20131231	2013	NCR	8108.0000
007652	20090331	2008	NIPNY	31064.4240
007652	20100331	2009	NIPNY	31452.2910
007652	20110331	2010	NIPNY	31765.7200
007652	20120331	2011	NIPNY	31034.7050
007658	20081231	2008	NL	419.5360
007658	20091231	2009	NL	402.9910
007658	20101231	2010	NL	553.7250
007658	20111231	2011	NL	761.2420
007658	20121231	2012	NL	680.7820
007658	20131231	2013	NL	685.8250
007660	20081231	2008	NRTI	0.7190
007660	20091231	2009	NRTI	0.2840
007660	20101231	2010	NRTI	0.4130
007660	20111231	2011	NRTI	0.4020
007660	20121231	2012	NRTI	2.7520
007660	20131231	2013	NRTI	6.0780
007662	20090531	2008	BMRA	5.1520
007662	20100531	2009	BMRA	5.0150
007662	20110531	2010	BMRA	4.9550
007662	20120531	2011	BMRA	5.5710
007662	20130531	2012	BMRA	6.3950
007662	20140531	2013	BMRA	6.4700
007682	20081231	2008	NANO	123.8540
007682	20091231	2009	NANO	147.4700
007682	20101231	2010	NANO	219.8960
007682	20111231	2011	NANO	267.2210
007682	20121231	2012	NANO	259.4540
007682	20131231	2013	NANO	262.8340
007685	20080630	2008	NSSC	76.7230
007685	20090630	2009	NSSC	81.5860
007685	20100630	2010	NSSC	73.6680
007685	20110630	2011	NSSC	68.7950
007685	20120630	2012	NSSC	64.7500
007685	20130630	2013	NSSC	63.9030
007691	20081231	2008	NAFC	954.9520
007691	20091231	2009	NAFC	999.5360
007691	20101231	2010	NAFC	1050.6750
007691	20111231	2011	NAFC	1073.7680
007691	20121231	2012	NAFC	1003.6170
007692	20081231	2008	NSHA	100.2030
007694	20081231	2008	MRNA	13.1370
007694	20091231	2009	MRNA	7.2290
007694	20101231	2010	MRNA	29.4430
007694	20111231	2011	MRNA	11.7500
007694	20121231	2012	MRNA	7.4530
007694	20131231	2013	MRNA	7.7420
007696	20090331	2008	NATH	49.8240
007696	20100331	2009	NATH	53.3740
007696	20110331	2010	NATH	52.9580
007696	20120331	2011	NATH	44.5200
007696	20130331	2012	NATH	49.6620
007696	20140331	2013	NATH	56.1350
007733	20080930	2008	NFG	4130.1870
007733	20090930	2009	NFG	4769.1290
007733	20100930	2010	NFG	5105.6250
007733	20110930	2011	NFG	5284.7420
007733	20120930	2012	NFG	5935.1420
007733	20130930	2013	NFG	6218.3470
007741	20081231	2008	NHC	777.2960
007741	20091231	2009	NHC	788.5320
007741	20101231	2010	NHC	829.0150
007741	20111231	2011	NHC	865.6720
007741	20121231	2012	NHC	920.1810
007741	20131231	2013	NHC	980.7250
007750	20081231	2008	THC	8174.0000
007750	20091231	2009	THC	7953.0000
007750	20101231	2010	THC	8500.0000
007750	20111231	2011	THC	8462.0000
007750	20121231	2012	THC	9044.0000
007750	20131231	2013	THC	16130.0000
007759	20081231	2008	GPX	135.8400
007759	20091231	2009	GPX	156.7010
007759	20101231	2010	GPX	183.1960
007759	20111231	2011	GPX	211.5760
007759	20121231	2012	GPX	244.4340
007759	20131231	2013	GPX	280.1560
007761	20081231	2008	0738B	839.5150
007761	20091231	2009	0738B	829.3240
007761	20101231	2010	0738B	825.2280
007761	20111231	2011	0738B	848.7280
007761	20121231	2012	0738B	1169.7820
007761	20131231	2013	0738B	1205.1120
007762	20081231	2008	NPK	365.8830
007762	20091231	2009	NPK	402.4050
007762	20101231	2010	NPK	415.1330
007762	20111231	2011	NPK	411.6410
007762	20121231	2012	NPK	353.9120
007762	20131231	2013	NPK	393.5400
007769	20090531	2008	7252B	20982.7050
007769	20100531	2009	7252B	20143.2150
007769	20110531	2010	7252B	20561.6220
007769	20120531	2011	7252B	19951.3350
007769	20130531	2012	7252B	22071.6510
007769	20140531	2013	7252B	22232.7430
007770	20081231	2008	HLNFF	339.4190
007770	20091231	2009	HLNFF	304.2470
007770	20101231	2010	HLNFF	316.3920
007770	20111231	2011	HLNFF	690.5350
007770	20121231	2012	HLNFF	628.6320
007770	20131231	2013	HLNFF	719.5460
007772	20090531	2008	NSM.2	1963.3000
007772	20100531	2009	NSM.2	2274.8000
007772	20110531	2010	NSM.2	2395.3000
007781	20090131	2008	NTSC	106.5220
007781	20100131	2009	NTSC	110.0010
007781	20110131	2010	NTSC	129.3260
007781	20120131	2011	NTSC	152.7030
007781	20130131	2012	NTSC	164.6290
007798	20080930	2008	0170A	1936.3580
007798	20090930	2009	0170A	1960.2210
007798	20100930	2010	0170A	2200.7680
007798	20110930	2011	0170A	5095.5560
007798	20120930	2012	0170A	5057.2470
007798	20130930	2013	0170A	5073.3160
007799	20081231	2008	NATR	164.2760
007799	20091231	2009	NATR	164.8560
007799	20101231	2010	NATR	159.4150
007799	20111231	2011	NATR	175.8110
007799	20121231	2012	NATR	193.9190
007799	20131231	2013	NATR	199.6120
007824	20081231	2008	NVE	11345.9800
007824	20091231	2009	NVE	11413.4630
007824	20101231	2010	NVE	11669.6680
007824	20111231	2011	NVE	11635.1280
007824	20121231	2012	NVE	11984.1360
007841	20081231	2008	CRMZ	7.4510
007841	20091231	2009	CRMZ	9.4570
007841	20101231	2010	CRMZ	11.3100
007841	20111231	2011	CRMZ	12.5710
007841	20121231	2012	CRMZ	12.7100
007841	20131231	2013	CRMZ	12.7370
007849	20080930	2008	NJR	2625.3920
007849	20090930	2009	NJR	2321.0300
007849	20100930	2010	NJR	2563.1330
007849	20110930	2011	NJR	2649.4440
007849	20120930	2012	NJR	2770.0050
007849	20130930	2013	NJR	3004.7830
007851	20081231	2008	ETR3	1003.5350
007851	20091231	2009	ETR3	1001.0760
007851	20101231	2010	ETR3	853.5480
007851	20111231	2011	ETR3	806.0350
007851	20121231	2012	ETR3	881.7890
007851	20131231	2013	ETR3	888.7960
007863	20081231	2008	NULM	130.5940
007863	20091231	2009	NULM	124.2350
007863	20101231	2010	NULM	120.4370
007863	20111231	2011	NULM	117.6910
007863	20121231	2012	NULM	128.6080
007863	20131231	2013	NULM	122.8800
007866	20081231	2008	NYT	3401.6800
007866	20091231	2009	NYT	3088.5570
007866	20101231	2010	NYT	3285.7410
007866	20111231	2011	NYT	2883.4500
007866	20121231	2012	NYT	2806.3350
007866	20131231	2013	NYT	2572.5520
007875	20081231	2008	NWL	6792.5000
007875	20091231	2009	NWL	6423.9000
007875	20101231	2010	NWL	6405.3000
007875	20111231	2011	NWL	6160.9000
007875	20121231	2012	NWL	6222.0000
007875	20131231	2013	NWL	6069.7000
007881	20081231	2008	NEM	15839.0000
007881	20091231	2009	NEM	22299.0000
007881	20101231	2010	NEM	25663.0000
007881	20111231	2011	NEM	27474.0000
007881	20121231	2012	NEM	29650.0000
007881	20131231	2013	NEM	24764.0000
007882	20081231	2008	NR	713.6790
007882	20091231	2009	NR	585.1140
007882	20101231	2010	NR	737.3420
007882	20111231	2011	NR	886.8370
007882	20121231	2012	NR	994.5410
007882	20131231	2013	NR	968.4170
007883	20081231	2008	NEWP	519.1710
007883	20091231	2009	NEWP	493.4070
007883	20101231	2010	NEWP	556.3900
007883	20111231	2011	NEWP	764.0690
007883	20121231	2012	NEWP	620.9610
007883	20131231	2013	NEWP	565.2290
007904	20081231	2008	GAS.2	4784.0000
007904	20091231	2009	GAS.2	4435.7000
007904	20101231	2010	GAS.2	4496.5000
007906	20090531	2008	NKE	13249.6000
007906	20100531	2009	NKE	14419.3000
007906	20110531	2010	NKE	14998.0000
007906	20120531	2011	NKE	15465.0000
007906	20130531	2012	NKE	17584.0000
007906	20140531	2013	NKE	18594.0000
007908	20090331	2008	NTT	189575.2700
007908	20100331	2009	NTT	202773.6080
007908	20110331	2010	NTT	237621.9900
007908	20120331	2011	NTT	235283.3270
007908	20130331	2012	NTT	208726.5190
007908	20140331	2013	NTT	196979.5000
007911	20081031	2008	NOBH	45.1310
007911	20091031	2009	NOBH	42.0730
007911	20101031	2010	NOBH	41.7600
007911	20111031	2011	NOBH	35.9930
007911	20121031	2012	NOBH	35.6700
007911	20131031	2013	NOBH	37.1510
007912	20081231	2008	NBL	12384.0000
007912	20091231	2009	NBL	11807.0000
007912	20101231	2010	NBL	13282.0000
007912	20111231	2011	NBL	16444.0000
007912	20121231	2012	NBL	17554.0000
007912	20131231	2013	NBL	19642.0000
007914	20081231	2008	NROM	17.2780
007914	20091231	2009	NROM	16.6820
007914	20101231	2010	NROM	16.8950
007914	20111231	2011	NROM	17.2240
007914	20121231	2012	NROM	17.1610
007914	20131231	2013	NROM	16.3740
007920	20081231	2008	NRDSQ	67.6070
007920	20091231	2009	NRDSQ	62.2060
007920	20101231	2010	NRDSQ	63.6040
007920	20111231	2011	NRDSQ	56.1400
007920	20121231	2012	NRDSQ	51.0050
007921	20081031	2008	NDSN	1166.6690
007921	20091031	2009	NDSN	890.6740
007921	20101031	2010	NDSN	986.3540
007921	20111031	2011	NDSN	1304.4500
007921	20121031	2012	NDSN	1829.5150
007921	20131031	2013	NDSN	2042.2890
007922	20090131	2008	JWN	5661.0000
007922	20100131	2009	JWN	6579.0000
007922	20110131	2010	JWN	7462.0000
007922	20120131	2011	JWN	8491.0000
007922	20130131	2012	JWN	8089.0000
007922	20140131	2013	JWN	8574.0000
007923	20081231	2008	NSC	26297.0000
007923	20091231	2009	NSC	27369.0000
007923	20101231	2010	NSC	28199.0000
007923	20111231	2011	NSC	28538.0000
007923	20121231	2012	NSC	30342.0000
007923	20131231	2013	NSC	32483.0000
007936	20081231	2008	NABI.1	144.1490
007936	20091231	2009	NABI.1	131.3170
007936	20101231	2010	NABI.1	113.8710
007936	20111231	2011	NABI.1	97.9650
007938	20081231	2008	NC	1687.9000
007938	20091231	2009	NC	1488.7000
007938	20101231	2010	NC	1658.3000
007938	20111231	2011	NC	1801.4000
007938	20121231	2012	NC	776.3000
007938	20131231	2013	NC	809.9560
007951	20090131	2008	MOV	563.9900
007951	20100131	2009	MOV	469.3770
007951	20110131	2010	MOV	442.1080
007951	20120131	2011	MOV	506.0430
007951	20130131	2012	MOV	526.3620
007951	20140131	2013	MOV	578.6100
007959	20081031	2008	NRT	9.5250
007959	20091031	2009	NRT	3.5860
007959	20101031	2010	NRT	5.2120
007959	20111031	2011	NRT	5.9720
007959	20121031	2012	NRT	4.7780
007959	20131031	2013	NRT	4.9180
007965	20081231	2008	PGL2	483.6000
007965	20091231	2009	PGL2	453.7000
007965	20101231	2010	PGL2	441.5000
007965	20111231	2011	PGL2	427.6000
007965	20121231	2012	PGL2	436.2000
007965	20131231	2013	PGL2	453.9000
007970	20081231	2008	ES	13988.4800
007970	20091231	2009	ES	14057.6790
007970	20101231	2010	ES	14522.0420
007970	20111231	2011	ES	15647.0660
007970	20121231	2012	ES	28302.8240
007970	20131231	2013	ES	27795.5370
007973	20081231	2008	GAS1	4152.3000
007973	20091231	2009	GAS1	3829.7000
007973	20101231	2010	GAS1	3854.9000
007973	20111231	2011	GAS1	3948.0000
007974	20081231	2008	NI	20032.2000
007974	20091231	2009	NI	19271.7000
007974	20101231	2010	NI	19938.8000
007974	20111231	2011	NI	20708.3000
007974	20121231	2012	NI	21844.7000
007974	20131231	2013	NI	22653.9000
007977	20081231	2008	XEL	24958.4950
007977	20091231	2009	XEL	25488.4280
007977	20101231	2010	XEL	27387.6900
007977	20111231	2011	XEL	29497.2670
007977	20121231	2012	XEL	31140.6860
007977	20131231	2013	XEL	33907.4900
007978	20081231	2008	XEL1	1413.6730
007978	20091231	2009	XEL1	1471.7110
007978	20101231	2010	XEL1	1526.5280
007978	20111231	2011	XEL1	1611.4710
007978	20121231	2012	XEL1	1711.0850
007978	20131231	2013	XEL1	1879.3930
007980	20081231	2008	NRTLQ	8837.0000
007980	20091231	2009	NRTLQ	6688.0000
007980	20101231	2010	NRTLQ	4516.0000
007980	20111231	2011	NRTLQ	8628.0000
007982	20081231	2008	NTRS	82053.6000
007982	20081231	2008	NTRS	82053.6000
007982	20091231	2009	NTRS	82141.5000
007982	20091231	2009	NTRS	82141.5000
007982	20101231	2010	NTRS	83843.9000
007982	20101231	2010	NTRS	83843.9000
007982	20111231	2011	NTRS	100223.7000
007982	20111231	2011	NTRS	100223.7000
007982	20121231	2012	NTRS	97463.8000
007982	20121231	2012	NTRS	97463.8000
007982	20131231	2013	NTRS	102947.3000
007982	20131231	2013	NTRS	102947.3000
007984	20081231	2008	NXG	591.6290
007984	20091231	2009	NXG	741.6790
007984	20101231	2010	NXG	905.4840
007985	20081231	2008	NOC	30197.0000
007985	20091231	2009	NOC	30252.0000
007985	20101231	2010	NOC	31421.0000
007985	20111231	2011	NOC	25411.0000
007985	20121231	2012	NOC	26543.0000
007985	20131231	2013	NOC	26381.0000
007991	20081231	2008	TEX	5445.4000
007991	20091231	2009	TEX	5713.8000
007991	20101231	2010	TEX	5516.4000
007991	20111231	2011	TEX	7050.7000
007991	20121231	2012	TEX	6746.2000
007991	20131231	2013	TEX	6536.7000
007993	20081231	2008	NWN	2378.1520
007993	20091231	2009	NWN	2399.2520
007993	20101231	2010	NWN	2616.6160
007993	20111231	2011	NWN	2746.5740
007993	20121231	2012	NWN	2818.7530
007993	20131231	2013	NWN	2970.9110
007994	20081231	2008	WMB2	2082.1720
007994	20091231	2009	WMB2	2081.2770
007994	20101231	2010	WMB2	2126.4500
007994	20111231	2011	WMB2	2171.7810
007994	20121231	2012	WMB2	2167.6120
007994	20131231	2013	WMB2	2270.0940
007995	20090331	2008	BVII	6.3140
007995	20100331	2009	BVII	8.8770
007995	20110331	2010	BVII	9.2380
007995	20120331	2011	BVII	6.0030
007995	20130331	2012	BVII	9.2110
007995	20140331	2013	BVII	7.2110
008001	20081231	2008	NWE	2762.0370
008001	20091231	2009	NWE	2795.1320
008001	20101231	2010	NWE	3037.6690
008001	20111231	2011	NWE	3210.4380
008001	20121231	2012	NWE	3485.5330
008001	20131231	2013	NWE	3715.2600
008007	20081231	2008	WFC	1309639.0000
008007	20081231	2008	WFC	1309639.0000
008007	20091231	2009	WFC	1243646.0000
008007	20091231	2009	WFC	1243646.0000
008007	20101231	2010	WFC	1258128.0000
008007	20101231	2010	WFC	1258128.0000
008007	20111231	2011	WFC	1313867.0000
008007	20111231	2011	WFC	1313867.0000
008007	20121231	2012	WFC	1422968.0000
008007	20121231	2012	WFC	1422968.0000
008007	20131231	2013	WFC	1527015.0000
008007	20131231	2013	WFC	1527015.0000
008009	20081231	2008	NCX	4034.0000
008017	20090228	2008	NUHC	251.3550
008017	20100228	2009	NUHC	276.1440
008020	20081231	2008	NVO	9459.0350
008020	20091231	2009	NVO	10545.9660
008020	20101231	2010	NVO	10928.9290
008020	20111231	2011	NVO	11290.5080
008020	20121231	2012	NVO	11609.4760
008020	20131231	2013	NVO	12996.2490
008030	20081231	2008	NUE	13874.4430
008030	20091231	2009	NUE	12571.9040
008030	20101231	2010	NUE	13921.9100
008030	20111231	2011	NUE	14570.3500
008030	20121231	2012	NUE	14152.0590
008030	20131231	2013	NUE	15203.2830
008031	20081231	2008	SUR	1565.5190
008031	20081231	2008	SUR	1565.5190
008031	20091231	2009	SUR	1709.0350
008031	20091231	2009	SUR	1709.0350
008031	20101231	2010	SUR	1837.7340
008031	20101231	2010	SUR	1837.7340
008036	20081231	2008	USAE	2.0920
008036	20091231	2009	USAE	5.4430
008045	20080630	2008	HZHI	0.0230
008045	20090630	2009	HZHI	0.0010
008045	20100630	2010	HZHI	0.1500
008047	20081231	2008	OICO	21.6040
008047	20091231	2009	OICO	20.5870
008054	20081031	2008	OPST	10.4010
008054	20091031	2009	OPST	10.4760
008054	20101031	2010	OPST	11.2250
008054	20111031	2011	OPST	12.0240
008054	20121031	2012	OPST	13.2120
008054	20131031	2013	OPST	13.5690
008060	20081231	2008	NEWT	169.5270
008060	20091231	2009	NEWT	136.0820
008060	20101231	2010	NEWT	165.0150
008060	20111231	2011	NEWT	132.0100
008060	20121231	2012	NEWT	152.7420
008060	20131231	2013	NEWT	198.6120
008065	20090228	2008	OAKR	7.8780
008065	20100228	2009	OAKR	7.0430
008068	20081231	2008	OXY	41537.0000
008068	20091231	2009	OXY	44229.0000
008068	20101231	2010	OXY	52432.0000
008068	20111231	2011	OXY	60044.0000
008068	20121231	2012	OXY	64210.0000
008068	20131231	2013	OXY	69443.0000
008071	20081130	2008	OCENY	3235.5590
008071	20091130	2009	OCENY	3309.4460
008071	20101231	2010	OCENY	2841.8060
008071	20111231	2011	OCENY	2684.8290
008073	20081231	2008	OBCI	16.6300
008073	20091231	2009	OBCI	15.9920
008073	20101231	2010	OBCI	17.6820
008073	20111231	2011	OBCI	19.8790
008073	20121231	2012	OBCI	21.0100
008073	20131231	2013	OBCI	22.2430
008079	20081231	2008	OII	1670.0200
008079	20091231	2009	OII	1880.2870
008079	20101231	2010	OII	2030.5060
008079	20111231	2011	OII	2400.5440
008079	20121231	2012	OII	2768.1180
008079	20131231	2013	OII	3128.5000
008080	20081231	2008	OCEX	0.2390
008080	20091231	2009	OCEX	0.1360
008087	20090331	2008	ITI	76.0660
008087	20100331	2009	ITI	74.6620
008087	20110331	2010	ITI	70.6050
008087	20120331	2011	ITI	69.7400
008087	20130331	2012	ITI	69.5110
008087	20140331	2013	ITI	70.6070
008092	20090331	2008	BRS	2335.2730
008092	20100331	2009	BRS	2494.6200
008092	20110331	2010	BRS	2662.6140
008092	20120331	2011	BRS	2740.3630
008092	20130331	2012	BRS	2950.6920
008092	20140331	2013	BRS	3398.2570
008099	20081231	2008	FE	33521.0000
008099	20091231	2009	FE	34304.0000
008099	20101231	2010	FE	34805.0000
008099	20111231	2011	FE	47326.0000
008099	20121231	2012	FE	50406.0000
008099	20131231	2013	FE	50424.0000
008101	20081130	2008	ZZ	920.8740
008101	20091130	2009	ZZ	1015.4700
008101	20101130	2010	ZZ	936.7570
008101	20111130	2011	ZZ	919.1940
008101	20121130	2012	ZZ	1005.3450
008102	20081231	2008	AEP5	8003.8260
008102	20091231	2009	AEP5	9039.1390
008102	20101231	2010	AEP5	8747.3270
008102	20111231	2011	AEP5	13024.2530
008102	20121231	2012	AEP5	12985.6090
008102	20131231	2013	AEP5	7161.5580
008105	20080731	2008	ODC	148.9880
008105	20090731	2009	ODC	149.2610
008105	20100731	2010	ODC	153.9820
008105	20110731	2011	ODC	173.3930
008105	20120731	2012	ODC	174.2670
008105	20130731	2013	ODC	183.5590
008113	20081231	2008	OGE	6518.5000
008113	20091231	2009	OGE	7266.7000
008113	20101231	2010	OGE	7669.1000
008113	20111231	2011	OGE	8906.0000
008113	20121231	2012	OGE	9922.2000
008113	20131231	2013	OGE	9134.7000
008123	20081231	2008	OLN	1741.7000
008123	20091231	2009	OLN	1932.0000
008123	20101231	2010	OLN	2048.7000
008123	20111231	2011	OLN	2449.6000
008123	20121231	2012	OLN	2777.7000
008123	20131231	2013	OLN	2802.9000
008133	20081231	2008	OCR	7459.7180
008133	20091231	2009	OCR	7324.1040
008133	20101231	2010	OCR	7363.4130
008133	20111231	2011	OCR	7193.1100
008133	20121231	2012	OCR	6989.2640
008133	20131231	2013	OCR	6691.8460
008145	20110531	2010	OSI.3	
008148	20081231	2008	OLP	429.1050
008148	20081231	2008	OLP	429.1050
008148	20091231	2009	OLP	408.6860
008148	20091231	2009	OLP	408.6860
008148	20101231	2010	OLP	444.6230
008148	20101231	2010	OLP	444.6230
008148	20111231	2011	OLP	460.7360
008148	20111231	2011	OLP	460.7360
008148	20121231	2012	OLP	481.1660
008148	20121231	2012	OLP	481.1660
008148	20131231	2013	OLP	571.8980
008148	20131231	2013	OLP	571.8980
008151	20081231	2008	OKE	13126.0620
008151	20091231	2009	OKE	12827.6830
008151	20101231	2010	OKE	12499.1750
008151	20111231	2011	OKE	13696.6350
008151	20121231	2012	OKE	15855.2750
008151	20131231	2013	OKE	17707.5580
008162	20081231	2008	OPTC	47.1480
008162	20091231	2009	OPTC	41.1880
008169	20081231	2008	ORBK	634.8610
008169	20091231	2009	ORBK	605.7620
008169	20101231	2010	ORBK	628.3410
008169	20111231	2011	ORBK	747.4830
